"","X.1","X","id","tract","geo.id","sq.miles","area","median.income","total.income","income.quantile","total.pop","white.pop","white.ratio","bmp.installations","bmp.per.pop","bmp.per.sqmi","volume","impervious"
"167",167,167,167,8803,11001008803,0.44465154,1151642.20512901,16546,14330450,1,2206,1553,0.703989120580236,108,0.0551583248212462,242.886823241408,8100.16,NA
"168",168,168,168,9803,11001009803,0.2050207,531001.186270024,23984,33847590,1,2149,1156,0.537924616100512,39,0.0143435086428834,190.224694384518,5203.49,NA
"169",169,169,169,9804,11001009804,0.20011617,518298.512527794,27427.5,34316210,1,1489,451,0.302887844190732,80,0.0328542094455852,399.767794876346,735.53,NA
"170",170,170,170,9807,11001009807,0.40097933,1038531.69710494,29196,50089141,2,4163,370,0.088878212827288,18,0.00595632031767042,44.8900944594825,1178.76,NA
"171",171,171,171,9810,11001009810,0.15924495,412442.526136786,20845,23630871,1,5797,2128,0.36708642401242,37,0.0149013290374547,232.346457454381,41218.59,NA
"172",172,172,172,10500,11001010500,0.29058304,752606.625014815,52096,112250955,3,2910,432,0.148453608247423,99,0.0300364077669903,340.694350227735,2293.5,NA
"173",173,173,173,10600,11001010600,0.47744403,1236574.3509128,55071.5,256230114,3,3025,643,0.212561983471074,132,0.0346093340325118,276.47219717042,26338.71,NA
"174",174,174,174,10700,11001010700,0.34420936,891498.140842399,63057,121704083,3,2630,145,0.0551330798479087,58,0.0326760563380282,168.502100000999,45694.88,NA
"175",175,175,175,10800,11001010800,0.2554135,661517.924546416,42735,35939787,3,1489,53,0.035594358629953,61,0.00984824023248305,238.828409618129,0,NA
"176",176,176,176,10900,11001010900,2.05169199,5313857.851102,20753.5,25597789,1,3290,257,0.0781155015197568,53,0.0168467895740623,25.8323375332766,57082.15,NA
"177",177,177,177,11000,11001011000,0.39706623,1028396.82375154,66090,159856545,3,2940,165,0.0561224489795918,20,0.00558035714285714,50.3694308125876,34164.13,NA
"178",178,178,178,11100,11001011100,2.34008013,6060779.69889432,40625.5,108672370,2,2445,27,0.0110429447852761,218,0.0461180452718426,93.1592030568628,127180.05,NA
"179",179,179,179,9301,11001009301,0.42520793,1101283.48097072,47415,96067410,3,3280,24,0.00731707317073171,151,0.0498185417354009,355.120376047549,143126.17,NA
